op,N,phi,mean,std,n,expected,metric
HIGNN_full,7500,0.1,17.015,0.097329,3,3,prmse_fluct
HIGNN_full,7500,0.15,27.557,0.12325,3,3,prmse_fluct
HIGNN_full,10000,0.025,3.7399,0.0075411,3,3,prmse_fluct
HIGNN_full,10000,0.05,7.8,0.009105,3,3,prmse_fluct
HIGNN_full,10000,0.1,16.781,0.066382,3,3,prmse_fluct
HIGNN_full,10000,0.15,27.504,0.036697,3,3,prmse_fluct
HIGNN_full,20000,0.1,16.612,0.00405,2,2,prmse_fluct
HIGNN_full,30000,0.1,16.552,0.02105,2,2,prmse_fluct
M_2b,20,0.025,6.7041,1.2229,10,10,prmse_fluct
M_2b,20,0.05,12.523,2.6023,10,10,prmse_fluct
M_2b,20,0.1,22.702,1.9249,10,10,prmse_fluct
M_2b,20,0.15,36.343,3.6934,10,10,prmse_fluct
M_2b,30,0.025,5.9028,0.81385,10,10,prmse_fluct
M_2b,30,0.05,10.678,1.3119,10,10,prmse_fluct
M_2b,30,0.1,23.092,3.4645,10,10,prmse_fluct
M_2b,30,0.15,36.394,4.2344,10,10,prmse_fluct
M_2b,40,0.025,6.1338,0.70601,10,10,prmse_fluct
M_2b,40,0.05,11.292,1.1011,10,10,prmse_fluct
M_2b,40,0.1,22.382,2.2137,10,10,prmse_fluct
M_2b,40,0.15,38.019,3.54,10,10,prmse_fluct
M_2b,50,0.025,5.7887,0.74623,10,10,prmse_fluct
M_2b,50,0.05,11.144,1.4352,10,10,prmse_fluct
M_2b,50,0.1,23.225,2.2885,10,10,prmse_fluct
M_2b,50,0.15,35.131,2.8431,10,10,prmse_fluct
M_2b,60,0.025,5.4882,0.69485,10,10,prmse_fluct
M_2b,60,0.05,10.487,0.65583,10,10,prmse_fluct
M_2b,60,0.1,22.306,1.8439,10,10,prmse_fluct
M_2b,60,0.15,36.443,3.3639,10,10,prmse_fluct
M_2b,70,0.025,5.5637,0.409,10,10,prmse_fluct
M_2b,70,0.05,10.403,0.73226,10,10,prmse_fluct
M_2b,70,0.1,21.619,1.4934,10,10,prmse_fluct
M_2b,70,0.15,33.697,1.2346,10,10,prmse_fluct
M_2b,80,0.025,5.393,0.75417,10,10,prmse_fluct
M_2b,80,0.05,10.42,0.99441,10,10,prmse_fluct
M_2b,80,0.1,21.468,1.2066,10,10,prmse_fluct
M_2b,80,0.15,34.294,2.2127,10,10,prmse_fluct
M_2b,90,0.025,5.4788,0.57643,10,10,prmse_fluct
M_2b,90,0.05,11.003,0.76201,10,10,prmse_fluct
M_2b,90,0.1,21.528,0.95288,10,10,prmse_fluct
M_2b,90,0.15,34.807,2.2359,10,10,prmse_fluct
M_2b,100,0.025,5.3724,0.46698,10,10,prmse_fluct
M_2b,100,0.05,9.4924,0.57829,10,10,prmse_fluct
M_2b,100,0.1,21.398,1.0677,10,10,prmse_fluct
M_2b,100,0.15,33.068,1.5384,10,10,prmse_fluct
M_2b,120,0.025,5.0091,0.55896,10,10,prmse_fluct
M_2b,120,0.05,10.363,0.52254,10,10,prmse_fluct
M_2b,120,0.1,21.588,0.99005,10,10,prmse_fluct
M_2b,120,0.15,34.531,1.5571,10,10,prmse_fluct
M_2b,140,0.025,5.167,0.33456,10,10,prmse_fluct
M_2b,140,0.05,9.8885,0.30354,10,10,prmse_fluct
M_2b,140,0.1,21.436,1.2186,10,10,prmse_fluct
M_2b,140,0.15,33.829,1.3305,10,10,prmse_fluct
M_2b,160,0.025,5.0346,0.34506,10,10,prmse_fluct
M_2b,160,0.05,9.9584,0.52415,10,10,prmse_fluct
M_2b,160,0.1,21.023,0.80103,10,10,prmse_fluct
M_2b,160,0.15,32.735,1.2622,10,10,prmse_fluct
M_2b,180,0.025,4.9407,0.23333,10,10,prmse_fluct
M_2b,180,0.05,9.351,0.35192,10,10,prmse_fluct
M_2b,180,0.1,20.211,0.82935,10,10,prmse_fluct
M_2b,180,0.15,32.847,1.0274,10,10,prmse_fluct
M_2b,200,0.025,4.8676,0.25076,10,10,prmse_fluct
M_2b,200,0.05,9.5677,0.39389,10,10,prmse_fluct
M_2b,200,0.1,20.363,0.59212,10,10,prmse_fluct
M_2b,200,0.15,32.964,1.2286,10,10,prmse_fluct
M_2b,300,0.025,4.6449,0.18131,10,10,prmse_fluct
M_2b,300,0.05,9.4516,0.36434,10,10,prmse_fluct
M_2b,300,0.1,19.566,0.77569,10,10,prmse_fluct
M_2b,300,0.15,31.737,0.75396,10,10,prmse_fluct
M_3b,20,0.025,4.8252,1.4805,10,10,prmse_fluct
M_3b,20,0.05,8.4101,2.0411,10,10,prmse_fluct
M_3b,20,0.1,13.076,2.2813,10,10,prmse_fluct
M_3b,20,0.15,18.278,1.7625,10,10,prmse_fluct
M_3b,30,0.025,4.6756,0.67626,10,10,prmse_fluct
M_3b,30,0.05,7.5688,1.1835,10,10,prmse_fluct
M_3b,30,0.1,14.965,2.6025,10,10,prmse_fluct
M_3b,30,0.15,21.837,3.6854,10,10,prmse_fluct
M_3b,40,0.025,5.0393,0.70448,10,10,prmse_fluct
M_3b,40,0.05,8.689,0.95626,10,10,prmse_fluct
M_3b,40,0.1,15.977,2.1761,10,10,prmse_fluct
M_3b,40,0.15,24.193,3.7647,10,10,prmse_fluct
M_3b,50,0.025,5.0193,0.89707,10,10,prmse_fluct
M_3b,50,0.05,8.813,1.7212,10,10,prmse_fluct
M_3b,50,0.1,16.114,1.9262,10,10,prmse_fluct
M_3b,50,0.15,23.061,2.568,10,10,prmse_fluct
M_3b,60,0.025,4.8137,0.5549,10,10,prmse_fluct
M_3b,60,0.05,8.435,0.56523,10,10,prmse_fluct
M_3b,60,0.1,15.965,1.7805,10,10,prmse_fluct
M_3b,60,0.15,25.16,2.1321,10,10,prmse_fluct
M_3b,70,0.025,4.948,0.37559,10,10,prmse_fluct
M_3b,70,0.05,8.305,0.72766,10,10,prmse_fluct
M_3b,70,0.1,15.612,1.1495,10,10,prmse_fluct
M_3b,70,0.15,22.926,1.952,10,10,prmse_fluct
M_3b,80,0.025,4.7668,0.3904,10,10,prmse_fluct
M_3b,80,0.05,8.7982,0.71212,10,10,prmse_fluct
M_3b,80,0.1,16.127,1.5474,10,10,prmse_fluct
M_3b,80,0.15,23.924,1.5902,10,10,prmse_fluct
M_3b,90,0.025,4.8584,0.44752,10,10,prmse_fluct
M_3b,90,0.05,9.1521,0.60629,10,10,prmse_fluct
M_3b,90,0.1,16.245,0.95532,10,10,prmse_fluct
M_3b,90,0.15,25.432,1.7934,10,10,prmse_fluct
M_3b,100,0.025,4.9068,0.38895,10,10,prmse_fluct
M_3b,100,0.05,8.0412,0.44694,10,10,prmse_fluct
M_3b,100,0.1,16.966,0.7581,10,10,prmse_fluct
M_3b,100,0.15,23.791,1.461,10,10,prmse_fluct
M_3b,120,0.025,4.546,0.46226,10,10,prmse_fluct
M_3b,120,0.05,8.98,0.53499,10,10,prmse_fluct
M_3b,120,0.1,17.101,0.96713,10,10,prmse_fluct
M_3b,120,0.15,26.52,1.7178,10,10,prmse_fluct
M_3b,140,0.025,4.828,0.27693,10,10,prmse_fluct
M_3b,140,0.05,8.8417,0.28217,10,10,prmse_fluct
M_3b,140,0.1,17.738,1.2148,10,10,prmse_fluct
M_3b,140,0.15,26.066,0.71854,10,10,prmse_fluct
M_3b,160,0.025,4.7015,0.26313,10,10,prmse_fluct
M_3b,160,0.05,9.152,0.4919,10,10,prmse_fluct
M_3b,160,0.1,17.646,0.68101,10,10,prmse_fluct
M_3b,160,0.15,25.677,1.3032,10,10,prmse_fluct
M_3b,180,0.025,4.6039,0.23503,10,10,prmse_fluct
M_3b,180,0.05,8.5862,0.41562,10,10,prmse_fluct
M_3b,180,0.1,17.198,0.99179,10,10,prmse_fluct
M_3b,180,0.15,26.723,0.98112,10,10,prmse_fluct
M_3b,200,0.025,4.5462,0.21032,10,10,prmse_fluct
M_3b,200,0.05,8.7663,0.37891,10,10,prmse_fluct
M_3b,200,0.1,17.563,0.59941,10,10,prmse_fluct
M_3b,200,0.15,26.894,1.3249,10,10,prmse_fluct
M_3b,300,0.025,4.4123,0.17816,10,10,prmse_fluct
M_3b,300,0.05,8.8773,0.36491,10,10,prmse_fluct
M_3b,300,0.1,17.659,0.78583,10,10,prmse_fluct
M_3b,300,0.15,27.279,0.73979,10,10,prmse_fluct
M_nbody_b1,20,0.025,4.6904,1.0301,10,10,prmse_fluct
M_nbody_b1,20,0.05,8.7455,2.0161,10,10,prmse_fluct
M_nbody_b1,20,0.1,13.602,2.1685,10,10,prmse_fluct
M_nbody_b1,20,0.15,21.873,3.1274,10,10,prmse_fluct
M_nbody_b1,30,0.025,4.6193,0.6901,10,10,prmse_fluct
M_nbody_b1,30,0.05,7.853,1.2883,10,10,prmse_fluct
M_nbody_b1,30,0.1,16.814,2.6017,10,10,prmse_fluct
M_nbody_b1,30,0.15,26.868,3.9037,10,10,prmse_fluct
M_nbody_b1,40,0.025,5.0238,0.64573,10,10,prmse_fluct
M_nbody_b1,40,0.05,8.6588,0.88524,10,10,prmse_fluct
M_nbody_b1,40,0.1,17.762,1.9175,10,10,prmse_fluct
M_nbody_b1,40,0.15,30.333,3.6731,10,10,prmse_fluct
M_nbody_b1,50,0.025,4.9763,0.88839,10,10,prmse_fluct
M_nbody_b1,50,0.05,8.9914,1.6169,10,10,prmse_fluct
M_nbody_b1,50,0.1,19.194,2.2021,10,10,prmse_fluct
M_nbody_b1,50,0.15,29.714,2.8196,10,10,prmse_fluct
M_nbody_b1,60,0.025,4.8241,0.55417,10,10,prmse_fluct
M_nbody_b1,60,0.05,8.5395,0.52591,10,10,prmse_fluct
M_nbody_b1,60,0.1,18.816,1.7876,10,10,prmse_fluct
M_nbody_b1,60,0.15,32.385,2.6687,10,10,prmse_fluct
M_nbody_b1,70,0.025,4.8814,0.42754,10,10,prmse_fluct
M_nbody_b1,70,0.05,8.485,0.67797,10,10,prmse_fluct
M_nbody_b1,70,0.1,18.425,1.381,10,10,prmse_fluct
M_nbody_b1,70,0.15,29.974,1.2686,10,10,prmse_fluct
M_nbody_b1,80,0.025,4.7679,0.45961,10,10,prmse_fluct
M_nbody_b1,80,0.05,8.8612,0.83441,10,10,prmse_fluct
M_nbody_b1,80,0.1,18.817,1.2808,10,10,prmse_fluct
M_nbody_b1,80,0.15,30.952,2.1223,10,10,prmse_fluct
M_nbody_b1,90,0.025,4.8554,0.48223,10,10,prmse_fluct
M_nbody_b1,90,0.05,9.2557,0.67938,10,10,prmse_fluct
M_nbody_b1,90,0.1,19.01,0.82538,10,10,prmse_fluct
M_nbody_b1,90,0.15,32.212,2.0363,10,10,prmse_fluct
M_nbody_b1,100,0.025,4.9041,0.38509,10,10,prmse_fluct
M_nbody_b1,100,0.05,8.1898,0.48162,10,10,prmse_fluct
M_nbody_b1,100,0.1,19.284,1.035,10,10,prmse_fluct
M_nbody_b1,100,0.15,30.443,1.7833,10,10,prmse_fluct
M_nbody_b1,120,0.025,4.5229,0.50449,10,10,prmse_fluct
M_nbody_b1,120,0.05,9.1179,0.51727,10,10,prmse_fluct
M_nbody_b1,120,0.1,19.663,1.0275,10,10,prmse_fluct
M_nbody_b1,120,0.15,32.524,1.4998,10,10,prmse_fluct
M_nbody_b1,140,0.025,4.8225,0.28656,10,10,prmse_fluct
M_nbody_b1,140,0.05,8.8636,0.27568,10,10,prmse_fluct
M_nbody_b1,140,0.1,19.928,1.1879,10,10,prmse_fluct
M_nbody_b1,140,0.15,32.06,1.3554,10,10,prmse_fluct
M_nbody_b1,160,0.025,4.6843,0.27956,10,10,prmse_fluct
M_nbody_b1,160,0.05,9.1433,0.49162,10,10,prmse_fluct
M_nbody_b1,160,0.1,19.531,0.72713,10,10,prmse_fluct
M_nbody_b1,160,0.15,31.312,1.2583,10,10,prmse_fluct
M_nbody_b1,180,0.025,4.5809,0.24537,10,10,prmse_fluct
M_nbody_b1,180,0.05,8.5479,0.37246,10,10,prmse_fluct
M_nbody_b1,180,0.1,19.035,0.82486,10,10,prmse_fluct
M_nbody_b1,180,0.15,31.51,1.0635,10,10,prmse_fluct
M_nbody_b1,200,0.025,4.5201,0.2253,10,10,prmse_fluct
M_nbody_b1,200,0.05,8.7878,0.39217,10,10,prmse_fluct
M_nbody_b1,200,0.1,19.265,0.65241,10,10,prmse_fluct
M_nbody_b1,200,0.15,31.782,1.3422,10,10,prmse_fluct
M_nbody_b1,300,0.025,4.3994,0.17688,10,10,prmse_fluct
M_nbody_b1,300,0.05,8.9109,0.36793,10,10,prmse_fluct
M_nbody_b1,300,0.1,18.822,0.80057,10,10,prmse_fluct
M_nbody_b1,300,0.15,30.957,0.73549,10,10,prmse_fluct
M_rpy,20,0.025,10.297,1.6936,10,10,prmse_fluct
M_rpy,20,0.05,16.178,2.7505,10,10,prmse_fluct
M_rpy,20,0.1,28.798,2.4154,10,10,prmse_fluct
M_rpy,20,0.15,44.146,4.2779,10,10,prmse_fluct
M_rpy,30,0.025,8.1537,0.91014,10,10,prmse_fluct
M_rpy,30,0.05,13.622,1.8447,10,10,prmse_fluct
M_rpy,30,0.1,27.178,3.949,10,10,prmse_fluct
M_rpy,30,0.15,41.643,4.4762,10,10,prmse_fluct
M_rpy,40,0.025,7.9546,0.79153,10,10,prmse_fluct
M_rpy,40,0.05,13.313,1.2798,10,10,prmse_fluct
M_rpy,40,0.1,25.286,2.3712,10,10,prmse_fluct
M_rpy,40,0.15,42.609,3.4728,10,10,prmse_fluct
M_rpy,50,0.025,7.3647,0.81585,10,10,prmse_fluct
M_rpy,50,0.05,12.918,1.4638,10,10,prmse_fluct
M_rpy,50,0.1,26.048,2.4665,10,10,prmse_fluct
M_rpy,50,0.15,38.929,2.9642,10,10,prmse_fluct
M_rpy,60,0.025,6.6659,0.83593,10,10,prmse_fluct
M_rpy,60,0.05,12.196,0.90472,10,10,prmse_fluct
M_rpy,60,0.1,24.936,2.0019,10,10,prmse_fluct
M_rpy,60,0.15,39.716,3.5328,10,10,prmse_fluct
M_rpy,70,0.025,6.7084,0.58169,10,10,prmse_fluct
M_rpy,70,0.05,11.973,0.84232,10,10,prmse_fluct
M_rpy,70,0.1,23.805,1.6244,10,10,prmse_fluct
M_rpy,70,0.15,36.621,1.275,10,10,prmse_fluct
M_rpy,80,0.025,6.4244,1.1091,10,10,prmse_fluct
M_rpy,80,0.05,11.608,1.1056,10,10,prmse_fluct
M_rpy,80,0.1,23.351,1.2484,10,10,prmse_fluct
M_rpy,80,0.15,37.067,2.3764,10,10,prmse_fluct
M_rpy,90,0.025,6.4683,0.80288,10,10,prmse_fluct
M_rpy,90,0.05,12.245,0.81365,10,10,prmse_fluct
M_rpy,90,0.1,23.24,1.0541,10,10,prmse_fluct
M_rpy,90,0.15,37.187,2.3519,10,10,prmse_fluct
M_rpy,100,0.025,6.1616,0.53236,10,10,prmse_fluct
M_rpy,100,0.05,10.532,0.61969,10,10,prmse_fluct
M_rpy,100,0.1,22.909,1.1778,10,10,prmse_fluct
M_rpy,100,0.15,35.243,1.5942,10,10,prmse_fluct
M_rpy,120,0.025,5.787,0.71317,10,10,prmse_fluct
M_rpy,120,0.05,11.261,0.5337,10,10,prmse_fluct
M_rpy,120,0.1,23.047,1.029,10,10,prmse_fluct
M_rpy,120,0.15,36.358,1.5925,10,10,prmse_fluct
M_rpy,140,0.025,5.7443,0.40446,10,10,prmse_fluct
M_rpy,140,0.05,10.586,0.37754,10,10,prmse_fluct
M_rpy,140,0.1,22.619,1.1911,10,10,prmse_fluct
M_rpy,140,0.15,35.516,1.4566,10,10,prmse_fluct
M_rpy,160,0.025,5.5614,0.41732,10,10,prmse_fluct
M_rpy,160,0.05,10.583,0.60195,10,10,prmse_fluct
M_rpy,160,0.1,22.023,0.85242,10,10,prmse_fluct
M_rpy,160,0.15,34.202,1.3173,10,10,prmse_fluct
M_rpy,180,0.025,5.4206,0.29285,10,10,prmse_fluct
M_rpy,180,0.05,9.911,0.34691,10,10,prmse_fluct
M_rpy,180,0.1,21.129,0.81296,10,10,prmse_fluct
M_rpy,180,0.15,34.11,1.0463,10,10,prmse_fluct
M_rpy,200,0.025,5.3625,0.28871,10,10,prmse_fluct
M_rpy,200,0.05,10.116,0.39611,10,10,prmse_fluct
M_rpy,200,0.075,16.144,0.61836,10,10,prmse_fluct
M_rpy,200,0.1,21.217,0.61831,10,10,prmse_fluct
M_rpy,200,0.125,27.558,0.56929,10,10,prmse_fluct
M_rpy,200,0.15,34.174,1.2029,10,10,prmse_fluct
M_rpy,200,0.175,40.475,1.5267,10,10,prmse_fluct
M_rpy,200,0.2,48.426,1.6919,10,10,prmse_fluct
M_rpy,300,0.025,4.9772,0.1963,10,10,prmse_fluct
M_rpy,300,0.05,9.8211,0.37562,10,10,prmse_fluct
M_rpy,300,0.1,20.126,0.78794,10,10,prmse_fluct
M_rpy,300,0.15,32.582,0.75296,10,10,prmse_fluct
NeMO,20,0.025,2.8926,1.0114,10,10,prmse_fluct
NeMO,20,0.05,4.5099,1.1021,10,10,prmse_fluct
NeMO,20,0.1,5.4934,0.84202,10,10,prmse_fluct
NeMO,20,0.15,8.4514,1.19,10,10,prmse_fluct
NeMO,30,0.025,2.9888,0.7807,10,10,prmse_fluct
NeMO,30,0.05,4.0693,0.81435,10,10,prmse_fluct
NeMO,30,0.1,6.3244,0.95561,10,10,prmse_fluct
NeMO,30,0.15,8.5102,1.3581,10,10,prmse_fluct
NeMO,40,0.025,3.3292,0.59393,10,10,prmse_fluct
NeMO,40,0.05,4.8384,0.75879,10,10,prmse_fluct
NeMO,40,0.1,6.9494,0.99853,10,10,prmse_fluct
NeMO,40,0.15,9.1259,0.99498,10,10,prmse_fluct
NeMO,50,0.025,3.7389,0.79644,10,10,prmse_fluct
NeMO,50,0.05,5.5026,1.5743,10,10,prmse_fluct
NeMO,50,0.1,7.3406,1.1743,10,10,prmse_fluct
NeMO,50,0.15,8.7885,1.2432,10,10,prmse_fluct
NeMO,60,0.025,3.5369,0.46684,10,10,prmse_fluct
NeMO,60,0.05,5.4755,0.42527,10,10,prmse_fluct
NeMO,60,0.1,8.0262,1.1537,10,10,prmse_fluct
NeMO,60,0.15,10.225,1.4635,10,10,prmse_fluct
NeMO,70,0.025,3.8699,0.34088,10,10,prmse_fluct
NeMO,70,0.05,5.3117,0.60374,10,10,prmse_fluct
NeMO,70,0.1,7.8402,1.0551,10,10,prmse_fluct
NeMO,70,0.15,9.5385,1.248,10,10,prmse_fluct
NeMO,80,0.025,3.6167,0.33406,10,10,prmse_fluct
NeMO,80,0.05,6.0898,0.67429,10,10,prmse_fluct
NeMO,80,0.1,8.7812,1.1967,10,10,prmse_fluct
NeMO,80,0.15,11.508,1.2449,10,10,prmse_fluct
NeMO,90,0.025,4.0749,0.57923,10,10,prmse_fluct
NeMO,90,0.05,6.3651,0.5391,10,10,prmse_fluct
NeMO,90,0.1,9.4689,0.83508,10,10,prmse_fluct
NeMO,90,0.15,13.057,1.3952,10,10,prmse_fluct
NeMO,100,0.025,3.9375,0.33588,10,10,prmse_fluct
NeMO,100,0.05,5.6751,0.50856,10,10,prmse_fluct
NeMO,100,0.1,10.301,0.70195,10,10,prmse_fluct
NeMO,100,0.15,13.031,0.86164,10,10,prmse_fluct
NeMO,120,0.025,3.6616,0.50961,10,10,prmse_fluct
NeMO,120,0.05,6.6581,0.59345,10,10,prmse_fluct
NeMO,120,0.1,11.094,1.0268,10,10,prmse_fluct
NeMO,120,0.15,17.015,1.5855,10,10,prmse_fluct
NeMO,140,0.025,4.1095,0.26223,10,10,prmse_fluct
NeMO,140,0.05,6.6792,0.32185,10,10,prmse_fluct
NeMO,140,0.1,12.102,0.99347,10,10,prmse_fluct
NeMO,140,0.15,17.499,0.88855,10,10,prmse_fluct
NeMO,160,0.025,4.0052,0.22856,10,10,prmse_fluct
NeMO,160,0.05,7.345,0.49951,10,10,prmse_fluct
NeMO,160,0.1,12.443,0.6013,10,10,prmse_fluct
NeMO,160,0.15,17.955,1.0526,10,10,prmse_fluct
NeMO,180,0.025,3.8914,0.22625,10,10,prmse_fluct
NeMO,180,0.05,6.8884,0.40802,10,10,prmse_fluct
NeMO,180,0.1,12.53,0.9516,10,10,prmse_fluct
NeMO,180,0.15,19.378,0.87086,10,10,prmse_fluct
NeMO,200,0.025,3.9292,0.21917,10,10,prmse_fluct
NeMO,200,0.05,7.0581,0.39959,10,10,prmse_fluct
NeMO,200,0.075,10.422,0.58041,10,10,prmse_fluct
NeMO,200,0.1,13.128,0.59132,10,10,prmse_fluct
NeMO,200,0.125,16.292,0.90122,10,10,prmse_fluct
NeMO,200,0.15,20.199,1.2818,10,10,prmse_fluct
NeMO,200,0.175,23.59,1.3022,10,10,prmse_fluct
NeMO,200,0.2,29.279,1.5612,10,10,prmse_fluct
NeMO,300,0.025,3.9656,0.20216,10,10,prmse_fluct
NeMO,300,0.05,7.6461,0.35847,10,10,prmse_fluct
NeMO,300,0.1,14.372,0.73842,10,10,prmse_fluct
NeMO,300,0.15,22.323,0.68458,10,10,prmse_fluct
NeMO,500,0.025,4.0037,0.12286,10,10,prmse_fluct
NeMO,500,0.05,7.719,0.20195,10,10,prmse_fluct
NeMO,500,0.1,15.525,0.40353,10,10,prmse_fluct
NeMO,500,0.15,24.067,0.44497,10,10,prmse_fluct
NeMO,1000,0.025,3.9457,0.038567,5,5,prmse_fluct
NeMO,1000,0.05,7.8211,0.13346,5,5,prmse_fluct
NeMO,1000,0.1,16.402,0.13053,5,5,prmse_fluct
NeMO,1000,0.15,26.146,0.85157,5,5,prmse_fluct
NeMO,1500,0.025,3.8919,0.057243,5,5,prmse_fluct
NeMO,1500,0.05,7.8815,0.072787,5,5,prmse_fluct
NeMO,1500,0.1,16.498,0.1275,5,5,prmse_fluct
NeMO,1500,0.15,26.698,0.1531,5,5,prmse_fluct
NeMO,2000,0.025,3.8316,0.063774,3,3,prmse_fluct
NeMO,2000,0.05,7.9766,0.071094,3,3,prmse_fluct
NeMO,2000,0.1,16.505,0.12586,3,3,prmse_fluct
NeMO,2000,0.15,26.846,0.24678,3,3,prmse_fluct
NeMO,2500,0.025,3.8811,0.026818,3,3,prmse_fluct
NeMO,2500,0.05,7.8282,0.046612,3,3,prmse_fluct
NeMO,2500,0.1,16.539,0.17492,3,3,prmse_fluct
NeMO,2500,0.15,26.994,0.13385,3,3,prmse_fluct
NeMO,3000,0.025,3.7796,0.025791,3,3,prmse_fluct
NeMO,3000,0.05,7.777,0.12835,3,3,prmse_fluct
NeMO,3000,0.1,16.817,0.19124,3,3,prmse_fluct
NeMO,3000,0.15,27.032,0.073404,3,3,prmse_fluct
NeMO,5000,0.025,3.7985,0.038889,3,3,prmse_fluct
NeMO,5000,0.05,7.762,0.052365,3,3,prmse_fluct
NeMO,5000,0.1,16.675,0.1198,3,3,prmse_fluct
NeMO,5000,0.15,27.07,0.12249,3,3,prmse_fluct
NeMO,7500,0.025,3.7294,0.042619,3,3,prmse_fluct
NeMO,7500,0.05,7.7228,0.060793,3,3,prmse_fluct
NeMO,7500,0.1,16.664,0.092849,3,3,prmse_fluct
NeMO,7500,0.15,26.934,0.13,3,3,prmse_fluct
NeMO,10000,0.025,3.6898,0.006852,3,3,prmse_fluct
NeMO,10000,0.05,7.6953,0.0072099,3,3,prmse_fluct
NeMO,10000,0.1,16.522,0.071791,3,3,prmse_fluct
NeMO,10000,0.15,27.032,0.041776,3,3,prmse_fluct
NeMO,20000,0.1,16.449,0.00815,2,2,prmse_fluct
NeMO,30000,0.1,16.427,0.02375,2,2,prmse_fluct
NeMO + FTS,20,0.025,1.2881,0.74213,10,10,prmse_fluct
NeMO + FTS,20,0.05,2.6052,0.83568,10,10,prmse_fluct
NeMO + FTS,20,0.1,4.0917,0.65995,10,10,prmse_fluct
NeMO + FTS,20,0.15,6.7471,1.1595,10,10,prmse_fluct
NeMO + FTS,30,0.025,0.99186,0.29197,10,10,prmse_fluct
NeMO + FTS,30,0.05,1.764,0.37782,10,10,prmse_fluct
NeMO + FTS,30,0.1,4.2405,0.82169,10,10,prmse_fluct
NeMO + FTS,30,0.15,6.3212,1.1596,10,10,prmse_fluct
NeMO + FTS,40,0.025,0.97281,0.32485,10,10,prmse_fluct
NeMO + FTS,40,0.05,1.93,0.45477,10,10,prmse_fluct
NeMO + FTS,40,0.1,3.8771,0.62651,10,10,prmse_fluct
NeMO + FTS,40,0.15,6.1719,0.65413,10,10,prmse_fluct
NeMO + FTS,50,0.025,0.92739,0.39189,10,10,prmse_fluct
NeMO + FTS,50,0.05,2.0626,0.66959,10,10,prmse_fluct
NeMO + FTS,50,0.1,3.5995,0.55551,10,10,prmse_fluct
NeMO + FTS,50,0.15,5.6613,0.44805,10,10,prmse_fluct
NeMO + FTS,60,0.025,0.86207,0.25559,10,10,prmse_fluct
NeMO + FTS,60,0.05,1.6243,0.23775,10,10,prmse_fluct
NeMO + FTS,60,0.1,3.6608,0.61988,10,10,prmse_fluct
NeMO + FTS,60,0.15,5.4894,0.69853,10,10,prmse_fluct
NeMO + FTS,70,0.025,0.98895,0.21792,10,10,prmse_fluct
NeMO + FTS,70,0.05,1.5516,0.36031,10,10,prmse_fluct
NeMO + FTS,70,0.1,3.2684,0.42314,10,10,prmse_fluct
NeMO + FTS,70,0.15,4.9572,0.67772,10,10,prmse_fluct
NeMO + FTS,80,0.025,0.95441,0.22894,10,10,prmse_fluct
NeMO + FTS,80,0.05,1.6636,0.31356,10,10,prmse_fluct
NeMO + FTS,80,0.1,3.1576,0.35223,10,10,prmse_fluct
NeMO + FTS,80,0.15,5.0509,0.54219,10,10,prmse_fluct
NeMO + FTS,90,0.025,0.96688,0.26872,10,10,prmse_fluct
NeMO + FTS,90,0.05,1.5832,0.22625,10,10,prmse_fluct
NeMO + FTS,90,0.1,2.9474,0.32841,10,10,prmse_fluct
NeMO + FTS,90,0.15,4.9641,0.39918,10,10,prmse_fluct
NeMO + FTS,100,0.025,0.83548,0.18364,10,10,prmse_fluct
NeMO + FTS,100,0.05,1.3024,0.16181,10,10,prmse_fluct
NeMO + FTS,100,0.1,2.9978,0.30085,10,10,prmse_fluct
NeMO + FTS,100,0.15,4.5097,0.32859,10,10,prmse_fluct
NeMO + FTS,120,0.025,0.74908,0.22056,10,10,prmse_fluct
NeMO + FTS,120,0.05,1.4382,0.2577,10,10,prmse_fluct
NeMO + FTS,120,0.1,2.8665,0.22117,10,10,prmse_fluct
NeMO + FTS,120,0.15,4.6636,0.55104,10,10,prmse_fluct
NeMO + FTS,140,0.025,0.73577,0.13958,10,10,prmse_fluct
NeMO + FTS,140,0.05,1.2841,0.1649,10,10,prmse_fluct
NeMO + FTS,140,0.1,2.7355,0.23876,10,10,prmse_fluct
NeMO + FTS,140,0.15,4.2608,0.26196,10,10,prmse_fluct
NeMO + FTS,160,0.025,0.65244,0.08436,10,10,prmse_fluct
NeMO + FTS,160,0.05,1.3446,0.23508,10,10,prmse_fluct
NeMO + FTS,160,0.1,2.5924,0.15473,10,10,prmse_fluct
NeMO + FTS,160,0.15,3.9016,0.33883,10,10,prmse_fluct
NeMO + FTS,180,0.025,0.66287,0.08814,10,10,prmse_fluct
NeMO + FTS,180,0.05,1.2511,0.12129,10,10,prmse_fluct
NeMO + FTS,180,0.1,2.4489,0.32745,10,10,prmse_fluct
NeMO + FTS,180,0.15,4.0129,0.25602,10,10,prmse_fluct
NeMO + FTS,200,0.025,0.72374,0.11227,10,10,prmse_fluct
NeMO + FTS,200,0.05,1.2307,0.1637,10,10,prmse_fluct
NeMO + FTS,200,0.075,1.8345,0.1086,10,10,prmse_fluct
NeMO + FTS,200,0.1,2.4622,0.20029,10,10,prmse_fluct
NeMO + FTS,200,0.125,2.9581,0.16321,10,10,prmse_fluct
NeMO + FTS,200,0.15,3.9131,0.29026,10,10,prmse_fluct
