n,near_op,near_cutoff,mac,max_leaf,pdeg,fp32_level,two_body_chunk,pair_chunk,backend,gpu,t,wall_s,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,peak_alloc_mb,peak_total_mb
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.38,2.5,403.852,12.15,625.642,1456.296,2094.798,2499.633,19821538.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.39,2.4779,377.077,10.976,624.719,1463.156,2099.561,2477.563,19885992.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.4,2.492,399.775,10.973,613.418,1465.895,2091.002,2491.704,19943120.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.41,2.5555,409.451,11.155,669.144,1463.723,2144.774,2555.141,19996760.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.42,2.4805,414.684,12.432,614.253,1437.184,2064.599,2480.224,20047426.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.43,2.5288,401.913,12.18,637.859,1474.893,2125.652,2528.487,20089474.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.44,2.5233,395.074,11.299,633.26,1481.737,2127.022,2522.929,20126132.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.45,2.5397,412.769,11.211,622.91,1490.756,2125.666,2539.392,20161540.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.46,2.5233,415.967,11.061,615.294,1478.989,2106.077,2523.004,20189064.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.47,2.5212,419.618,10.836,607.944,1480.807,2100.312,2520.888,20207564.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.48,2.4895,394.429,11.145,611.168,1470.73,2093.78,2489.153,20218336.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.49,2.5388,415.815,12.777,631.633,1476.445,2121.654,2538.502,20220776.0,2579.99,
