exp,N,phi,seed,op,wall_s,nearfield_interactions,rmse,rel_rmse,mae,rel_mae,max_rel_rmse,prmse_lin,prmse_ang,err_mean_pct,prmse_fluct,max_rel_lin
fig4,50,0.075,2424,M_nbody_gpu,0.00586939,13.12,0.00140782,3.34574,0.00320252,3.20636,6.40588,3.37135,3.18844,,,
fig4,50,0.075,2425,M_nbody_gpu,0.0058794,12.12,0.00184272,3.3262,0.00408049,3.05871,8.15173,3.38239,2.62223,,,
fig4,50,0.075,2426,M_nbody_gpu,0.00588703,11.64,0.00167396,4.89152,0.00377339,4.66422,14.8834,5.22944,3.37486,,,
fig4,50,0.075,2427,M_nbody_gpu,0.00586534,11.52,0.001329,3.43003,0.00299743,3.23648,8.41562,3.56534,2.67369,,,
fig4,50,0.075,2428,M_nbody_gpu,0.00585055,11.24,0.00144585,4.33429,0.00332417,4.19075,10.7652,4.64949,3.02349,,,
fig4,50,0.075,2429,M_nbody_gpu,0.00585127,11.76,0.00131192,5.1787,0.00298793,4.91082,14.3248,6.07651,3.34558,,,
fig4,50,0.075,2430,M_nbody_gpu,0.00583124,13.8,0.00170589,5.47077,0.00372587,5.03116,14.1637,5.90525,4.0782,,,
fig4,50,0.075,2431,M_nbody_gpu,0.00579762,12.24,0.00148238,5.20048,0.00314196,4.58647,13.4907,6.05645,2.51868,,,
fig4,50,0.075,2432,M_nbody_gpu,0.00582838,11.44,0.00171964,5.41517,0.00380579,4.98292,12.4775,5.99709,3.21426,,,
fig4,50,0.075,2423,M_rpy,0.225079,12.88,0.00341718,7.0089,0.00728599,6.16497,15.2315,6.9779,7.27743,,,
fig4,50,0.075,2424,M_rpy,0.226375,13.12,0.00303766,7.21911,0.0067601,6.7682,18.5409,7.14153,7.66635,,,
fig4,50,0.075,2425,M_rpy,0.214054,12.12,0.00359324,6.48596,0.007999,5.996,18.8939,6.45891,6.77926,,,
fig4,50,0.075,2426,M_rpy,0.226095,11.64,0.00368517,10.7686,0.00784157,9.69282,44.8645,11.4575,7.73502,,,
fig4,50,0.075,2427,M_rpy,0.23699,11.52,0.00314625,8.12024,0.00686932,7.41716,23.4929,8.19815,7.72899,,,
fig4,50,0.075,2428,M_rpy,0.230723,11.24,0.00320693,9.61352,0.00702366,8.85466,29.7847,10.2599,6.97625,,,
fig4,50,0.075,2429,M_rpy,0.218877,11.76,0.00310384,12.2522,0.00659801,10.8442,29.1344,14.7511,6.76531,,,
fig4,50,0.075,2430,M_rpy,0.224456,13.8,0.00370368,11.8777,0.00812474,10.9711,25.2457,12.6703,9.41979,,,
fig4,50,0.075,2431,M_rpy,0.22367,12.24,0.00267027,9.36783,0.00583956,8.52428,19.836,10.7468,5.3072,,,
fig4,50,0.075,2432,M_rpy,0.224088,11.44,0.00335607,10.5683,0.00702895,9.20298,28.2341,11.6744,6.42847,,,
fig4,50,0.075,2423,mfs_coarse,0.111794,12.88,0.000233965,0.47988,0.000365644,0.309386,1.68858,0.435606,0.767464,,,
fig4,50,0.075,2424,mfs_coarse,0.121783,13.12,0.000208893,0.496441,0.000354804,0.35523,2.0129,0.341419,1.01122,,,
fig4,50,0.075,2425,mfs_coarse,0.11664,12.12,0.000164233,0.296449,0.000289517,0.21702,1.19863,0.252972,0.594348,,,
fig4,50,0.075,2426,mfs_coarse,0.102829,11.64,0.000159301,0.465499,0.000300962,0.372013,3.31322,0.429894,0.577543,,,
fig4,50,0.075,2427,mfs_coarse,0.121109,11.52,0.000300524,0.775629,0.00044308,0.478416,4.29695,0.677202,1.13975,,,
fig4,50,0.075,2428,mfs_coarse,0.106822,11.24,0.000259712,0.778549,0.000434447,0.547703,4.12853,0.773523,0.795429,,,
fig4,50,0.075,2429,mfs_coarse,0.111461,11.76,0.000247198,0.975793,0.000372355,0.611985,4.09899,1.03575,0.87502,,,
fig4,50,0.075,2430,mfs_coarse,0.139405,13.8,0.000302026,0.968597,0.000556232,0.751097,3.20861,0.863137,1.20743,,,
fig4,50,0.075,2431,mfs_coarse,0.102683,12.24,7.81196e-05,0.274059,0.000132916,0.194023,0.884324,0.251169,0.317707,,,
fig4,50,0.075,2432,mfs_coarse,0.121365,11.44,0.000218515,0.688106,0.000362603,0.474755,2.37424,0.731387,0.5457,,,
fig4,50,0.1,3423,M_2b,0.203966,14.32,0.00249234,7.53658,0.00558129,7.23258,18.1723,8.04608,5.51731,,,
fig4,50,0.1,3424,M_2b,0.200328,15.4,0.00238654,7.10757,0.00527566,6.56428,20.348,7.47353,5.58782,,,
fig4,50,0.1,3425,M_2b,0.204417,15.44,0.00287361,8.02295,0.00658313,7.64149,17.2118,8.33584,6.58479,,,
fig4,50,0.1,3426,M_2b,0.200182,15.64,0.00298914,8.88262,0.00655642,8.11786,20.2882,9.57655,6.0595,,,
fig4,50,0.1,3427,M_2b,0.199904,15.72,0.00309706,8.86511,0.00672133,8.15667,26.5635,9.40552,6.34271,,,
fig4,50,0.1,3428,M_2b,0.352334,15.72,0.00260919,9.74875,0.00572469,8.90986,27.2425,11.3719,5.8534,,,
fig4,50,0.1,3429,M_2b,0.204598,15.16,0.00320805,8.39368,0.00733269,8.16677,23.9897,8.74662,6.55266,,,
fig4,50,0.1,3430,M_2b,0.191469,17.72,0.00358108,8.15351,0.00786892,7.55113,20.3875,8.34736,6.69515,,,
fig4,50,0.1,3431,M_2b,0.201617,14.96,0.00279979,8.89978,0.00635982,8.41224,17.9731,9.6124,6.20581,,,
fig4,50,0.1,3432,M_2b,0.196918,16.88,0.00388014,11.8006,0.00821724,10.4798,26.2896,12.6751,8.08328,,,
fig4,50,0.1,3423,M_3b,0.370107,14.32,0.00185975,5.6237,0.00427934,5.54543,11.724,5.65535,5.51731,,,
fig4,50,0.1,3424,M_3b,0.37274,15.4,0.00176022,5.24227,0.0040258,5.00913,12.0241,5.1426,5.58782,,,
fig4,50,0.1,3425,M_3b,0.371724,15.44,0.00223234,6.23258,0.0052368,6.07871,13.8592,6.14371,6.58479,,,
fig4,50,0.1,3426,M_3b,0.370567,15.64,0.00196181,5.82979,0.00440724,5.45685,11.6272,5.75822,6.0595,,,
fig4,50,0.1,3427,M_3b,0.372187,15.72,0.00214344,6.13543,0.00489972,5.94605,21.1269,6.08093,6.34271,,,
fig4,50,0.1,3428,M_3b,0.422603,15.72,0.00188785,7.05361,0.00433177,6.74194,14.5859,7.64798,5.8534,,,
fig4,50,0.1,3429,M_3b,0.366978,15.16,0.00222097,5.81103,0.00515891,5.74572,14.94,5.63491,6.55266,,,
fig4,50,0.1,3430,M_3b,0.403847,17.72,0.00234189,5.33208,0.00544866,5.22861,16.6748,5.09995,6.69515,,,
fig4,50,0.1,3431,M_3b,0.357147,14.96,0.00214349,6.81358,0.0050017,6.61584,14.6478,6.99929,6.20581,,,
fig4,50,0.1,3432,M_3b,0.394623,16.88,0.00278151,8.45937,0.00610508,7.78606,22.7775,8.5652,8.08328,,,
fig4,50,0.1,3423,M_mom_gpu_pc8c_diag,0.00312328,14.32,0.000988353,2.98867,0.00227098,2.94288,10.4391,3.10279,2.57375,,,
fig4,50,0.1,3424,M_mom_gpu_pc8c_diag,0.00303507,15.4,0.00099866,2.9742,0.0022216,2.76424,7.60603,3.10712,2.43377,,,
fig4,50,0.1,3425,M_mom_gpu_pc8c_diag,0.00312281,15.44,0.00119039,3.32351,0.00275301,3.19561,9.18725,3.34394,3.23829,,,
fig4,50,0.1,3426,M_mom_gpu_pc8c_diag,0.00301147,15.64,0.00106087,3.15253,0.00239566,2.9662,6.24482,3.22861,2.88786,,,
fig4,50,0.1,3427,M_mom_gpu_pc8c_diag,0.00303817,15.72,0.00103209,2.95429,0.00238856,2.89863,12.8622,3.01341,2.71238,,,
fig4,50,0.1,3428,M_mom_gpu_pc8c_diag,0.00302887,15.72,0.000994493,3.71574,0.00229401,3.57038,8.49909,4.20904,2.62227,,,
fig4,50,0.1,3429,M_mom_gpu_pc8c_diag,0.00300932,15.16,0.00116377,3.04493,0.0026543,2.95622,8.58863,3.0785,2.88731,,,
fig4,50,0.1,3430,M_mom_gpu_pc8c_diag,0.0031743,17.72,0.00111956,2.54905,0.00262123,2.51537,6.83961,2.49227,2.90438,,,
fig4,50,0.1,3431,M_mom_gpu_pc8c_diag,0.00314331,14.96,0.000991226,3.15084,0.00232436,3.07447,6.99209,3.33829,2.4851,,,
fig4,50,0.1,3432,M_mom_gpu_pc8c_diag,0.00339842,16.88,0.00133217,4.05151,0.00296126,3.77661,11.1183,4.1382,3.73673,,,
fig4,50,0.1,3423,M_mom_old,0.213366,14.32,0.00150843,4.56133,0.00341707,4.42805,9.6696,4.93393,3.00987,,,
fig4,50,0.1,3424,M_mom_old,0.210662,15.4,0.00139721,4.16118,0.00306564,3.81445,12.1414,4.46272,2.81297,,,
fig4,50,0.1,3425,M_mom_old,0.211753,15.44,0.00176636,4.93159,0.00406659,4.72037,11.8066,5.18422,3.71909,,,
fig4,50,0.1,3426,M_mom_old,0.209804,15.64,0.00154189,4.58194,0.0034613,4.28563,13.9459,4.89629,3.344,,,
fig4,50,0.1,3427,M_mom_old,0.212982,15.72,0.00160662,4.59882,0.00370318,4.49399,18.2526,4.88126,3.27817,,,
fig4,50,0.1,3428,M_mom_old,0.277004,15.72,0.0015272,5.70611,0.00344989,5.36938,15.0084,6.72815,3.16711,,,
fig4,50,0.1,3429,M_mom_old,0.216892,15.16,0.00192716,5.04229,0.00443707,4.94178,15.5055,5.31154,3.56995,,,
fig4,50,0.1,3430,M_mom_old,0.202457,17.72,0.0019518,4.44392,0.00450117,4.31939,11.9719,4.55588,3.59535,,,
fig4,50,0.1,3431,M_mom_old,0.211729,14.96,0.00165696,5.26704,0.00376116,4.97495,10.7,5.80544,3.05817,,,
fig4,50,0.1,3432,M_mom_old,0.208157,16.88,0.00213781,6.50169,0.00465751,5.93992,15.801,7.06605,3.97884,,,
fig4,50,0.1,3423,M_mom_v2_k10_rc6,0.213547,14.32,0.00123441,3.73272,0.00284799,3.6906,10.325,3.97415,2.78485,,,
fig4,50,0.1,3424,M_mom_v2_k10_rc6,0.201003,15.4,0.00124833,3.71778,0.00271762,3.38142,10.3759,3.98572,2.52165,,,
fig4,50,0.1,3425,M_mom_v2_k10_rc6,0.203171,15.44,0.00149829,4.18315,0.00344797,4.00229,10.736,4.36809,3.31773,,,
fig4,50,0.1,3426,M_mom_v2_k10_rc6,0.205928,15.64,0.00129627,3.85202,0.00289423,3.5835,11.7937,4.06416,3.05089,,,
fig4,50,0.1,3427,M_mom_v2_k10_rc6,0.202055,15.72,0.00131192,3.75527,0.00302196,3.6673,18.6228,3.90188,3.12099,,,
fig4,50,0.1,3428,M_mom_v2_k10_rc6,0.200664,15.72,0.00131925,4.92914,0.00292877,4.55832,12.9615,5.75479,2.94251,,,
fig4,50,0.1,3429,M_mom_v2_k10_rc6,0.202379,15.16,0.00155286,4.06297,0.00353403,3.93602,12.005,4.21047,3.31011,,,
fig4,50,0.1,3430,M_mom_v2_k10_rc6,0.198408,17.72,0.00147881,3.367,0.00341784,3.27981,8.71772,3.41091,3.05315,,,
fig4,50,0.1,3431,M_mom_v2_k10_rc6,0.20687,14.96,0.00136004,4.32321,0.00306139,4.04936,9.13944,4.74359,2.63299,,,
fig4,50,0.1,3432,M_mom_v2_k10_rc6,0.209758,16.88,0.00165565,5.03528,0.00365148,4.65688,14.7648,5.34693,3.76576,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc6,0.206919,14.32,0.00119665,3.61855,0.0027573,3.57308,9.75601,3.84038,2.75689,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc6,0.201431,15.4,0.00120229,3.58065,0.00261682,3.256,10.0461,3.82062,2.5297,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc6,0.203498,15.44,0.00150098,4.19065,0.0034391,3.992,10.229,4.38609,3.26829,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc6,0.203625,15.64,0.00129593,3.85103,0.00289854,3.58884,11.7151,4.05837,3.07085,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc6,0.20173,15.72,0.00127224,3.64168,0.00290569,3.5262,20.5199,3.77271,3.08017,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc6,0.200589,15.72,0.00122538,4.57841,0.00274518,4.27257,11.2813,5.27551,2.96382,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc6,0.200318,15.16,0.00152691,3.99507,0.00348538,3.88183,11.498,4.13663,3.27485,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc6,0.197133,17.72,0.00147821,3.36563,0.00344399,3.3049,8.17704,3.40922,3.05421,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc6,0.208055,14.96,0.00133114,4.23133,0.00304194,4.02364,8.97589,4.64462,2.56677,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc6,0.205679,16.88,0.0016066,4.88612,0.00357154,4.55492,15.4238,5.15506,3.81435,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8,0.210144,14.32,0.00118038,3.56936,0.00272548,3.53184,9.70186,3.7777,2.76732,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8,0.211644,15.4,0.00127065,3.78426,0.00276985,3.44641,10.5235,4.06386,2.52716,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8,0.203824,15.44,0.00145464,4.06127,0.00330683,3.83846,10.6841,4.23177,3.26958,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8,0.205669,15.64,0.0013074,3.88513,0.00292495,3.62154,11.6569,4.10413,3.05487,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8,0.201652,15.72,0.00122804,3.51517,0.00281207,3.41258,18.9256,3.61514,3.09631,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8,0.20449,15.72,0.00122596,4.58056,0.00276481,4.30313,11.5298,5.28715,2.93615,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8,0.203771,15.16,0.00144753,3.78737,0.00329941,3.67471,11.5741,3.8854,3.30497,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8,0.195517,17.72,0.00145022,3.3019,0.00335817,3.22255,7.80722,3.33309,3.08248,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8,0.204696,14.96,0.00130911,4.16131,0.00299092,3.95615,9.11399,4.5595,2.56995,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8,0.19853,16.88,0.00157513,4.79041,0.00348872,4.44931,14.5941,5.02575,3.86922,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8,0.169434,14.32,0.00100773,3.04728,0.00230565,2.98781,10.1855,3.15811,2.64624,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8,0.163014,15.4,0.00105851,3.15244,0.002308,2.87175,9.41033,3.30354,2.53198,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8,0.164923,15.44,0.00120602,3.36713,0.00276712,3.21199,9.64826,3.40276,3.21679,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8,0.165742,15.64,0.00106687,3.17034,0.00240739,2.98072,6.41069,3.21504,3.01846,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8,0.167945,15.72,0.00105182,3.01077,0.00241333,2.92869,12.9783,3.05279,2.84164,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8,0.162673,15.72,0.00105696,3.94913,0.00242789,3.77875,9.73674,4.48604,2.75077,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8,0.162847,15.16,0.00119371,3.12326,0.0027139,3.0226,9.92449,3.12071,3.13482,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8,0.155422,17.72,0.00118327,2.69411,0.00276491,2.65325,6.49404,2.65396,2.95159,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8,0.166617,14.96,0.000978228,3.10952,0.00230937,3.05465,6.83003,3.27531,2.5306,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8,0.15933,16.88,0.00134747,4.09804,0.00301216,3.84152,10.6884,4.20297,3.713,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_c,0.218262,14.32,0.00101003,3.05421,0.00231534,3.00036,10.4514,3.16589,2.64988,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_c,0.215298,15.4,0.00105911,3.15425,0.00230663,2.87004,9.24512,3.30777,2.52237,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_c,0.209866,15.44,0.00119559,3.33803,0.0027355,3.17529,9.53417,3.36956,3.20538,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_c,0.207729,15.64,0.00105521,3.13571,0.00238902,2.95797,6.22379,3.16754,3.02853,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_c,0.219765,15.72,0.00103808,2.97142,0.00238783,2.89774,12.668,2.99733,2.86855,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_c,0.213519,15.72,0.00105783,3.95239,0.00242847,3.77965,9.49958,4.48701,2.76096,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_c,0.209552,15.16,0.00120131,3.14317,0.00272683,3.03701,9.61119,3.1357,3.17691,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_c,0.198615,17.72,0.00117125,2.66674,0.00273514,2.62468,6.32371,2.62369,2.94167,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8_c,0.223627,14.96,0.000990361,3.14809,0.00233281,3.08565,7.02014,3.32034,2.5443,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8_c,0.208063,16.88,0.0013533,4.11577,0.00302046,3.85212,11.1348,4.2178,3.74211,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_diag,0.204718,14.32,0.000980543,2.96506,0.0022573,2.92515,9.87341,3.07225,2.57738,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_diag,0.198439,15.4,0.00100463,2.992,0.00222458,2.76794,8.12235,3.12159,2.46725,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_diag,0.1997,15.44,0.00119417,3.33407,0.00276196,3.206,9.47331,3.36179,3.2178,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_diag,0.19754,15.64,0.00105778,3.14333,0.00238525,2.9533,5.6796,3.21174,2.90672,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_diag,0.201571,15.72,0.00104071,2.97896,0.00240368,2.91699,12.5181,3.04574,2.70386,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_diag,0.199933,15.72,0.000993633,3.71252,0.00228829,3.56147,8.51846,4.21315,2.59784,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_diag,0.197901,15.16,0.00115773,3.02915,0.00264216,2.9427,8.75883,3.06137,2.87801,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_diag,0.187779,17.72,0.00112327,2.55749,0.00262151,2.51564,6.80779,2.50358,2.8962,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8_diag,0.203187,14.96,0.000985772,3.13351,0.00231749,3.06539,6.97002,3.31588,2.4881,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8_diag,0.191152,16.88,0.00132562,4.03159,0.00294561,3.75666,10.2749,4.12371,3.69588,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_diag_c,0.217227,14.32,0.000986242,2.98229,0.00227269,2.9451,10.3305,3.09095,2.58902,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_diag_c,0.213392,15.4,0.00100538,2.99422,0.0022244,2.76773,7.87187,3.12821,2.4493,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_diag_c,0.211266,15.44,0.00118316,3.30333,0.00273743,3.17752,9.34929,3.32329,3.22009,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_diag_c,0.205547,15.64,0.00104547,3.10674,0.00236542,2.92875,5.68398,3.16245,2.91579,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_diag_c,0.224853,15.72,0.00102798,2.94252,0.00237829,2.88617,12.2096,2.99549,2.72698,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_diag_c,0.211747,15.72,0.000998803,3.73184,0.00229026,3.56453,8.37721,4.23118,2.62253,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_diag_c,0.210461,15.16,0.00116625,3.05143,0.00265597,2.95808,8.44054,3.08291,2.90396,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_diag_c,0.196905,17.72,0.00111372,2.53574,0.00260196,2.49688,6.56961,2.47651,2.90513,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8_diag_c,0.220095,14.96,0.000995123,3.16323,0.00233458,3.08799,7.15254,3.34673,2.51418,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8_diag_c,0.205149,16.88,0.00132899,4.04184,0.00295856,3.77317,10.7185,4.12807,3.7288,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_diag_final,0.220229,14.32,0.000988354,2.98868,0.00227098,2.94288,10.4391,3.1028,2.57375,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_diag_final,0.211014,15.4,0.00099866,2.9742,0.0022216,2.76424,7.60602,3.10712,2.43377,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_diag_final,0.212343,15.44,0.00119039,3.32351,0.00275302,3.19561,9.18724,3.34394,3.23829,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_diag_final,0.210033,15.64,0.00106087,3.15253,0.00239566,2.9662,6.24481,3.22861,2.88786,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_diag_final,0.216588,15.72,0.00103209,2.95428,0.00238856,2.89863,12.8622,3.01341,2.71238,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_diag_final,0.20952,15.72,0.000994493,3.71574,0.00229401,3.57038,8.49909,4.20904,2.62227,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_diag_final,0.21202,15.16,0.00116377,3.04493,0.0026543,2.95622,8.58859,3.0785,2.8873,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_diag_final,0.199908,17.72,0.00111956,2.54904,0.00262122,2.51537,6.8396,2.49227,2.90438,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8_diag_final,0.215867,14.96,0.000991226,3.15084,0.00232436,3.07447,6.99208,3.33829,2.4851,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8_diag_final,0.20541,16.88,0.00133217,4.05151,0.00296126,3.77661,11.1182,4.1382,3.73673,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.22985,14.32,0.000980257,2.96419,0.00225125,2.9173,10.1201,3.07378,2.567,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.218878,15.4,0.000992456,2.95573,0.00221028,2.75016,7.4829,3.07987,2.45502,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.217554,15.44,0.00118419,3.3062,0.00274406,3.18522,9.19312,3.32957,3.20848,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.216187,15.64,0.00105471,3.1342,0.00237424,2.93968,5.9526,3.19959,2.90849,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.2308,15.72,0.00102702,2.93978,0.00238361,2.89263,12.4629,2.99238,2.72579,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.218777,15.72,0.0010098,3.77292,0.00232604,3.62024,8.7008,4.29477,2.60214,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.231773,15.16,0.00114191,2.98773,0.00260108,2.89695,8.53748,3.01058,2.88151,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.220069,17.72,0.00112889,2.57029,0.00264797,2.54103,6.62141,2.51861,2.89599,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.227873,14.96,0.000986993,3.13738,0.0023274,3.0785,6.78348,3.3219,2.4833,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8_diag_w025f,0.215389,16.88,0.00133445,4.05845,0.00297354,3.79228,10.9711,4.14932,3.72766,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_final,0.220289,14.32,0.00101041,3.05537,0.00231254,2.99673,10.4692,3.16906,2.6431,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_final,0.213019,15.4,0.00105604,3.14508,0.00230875,2.87267,9.31145,3.29876,2.51216,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_final,0.212413,15.44,0.00120111,3.35343,0.00275466,3.19752,9.36999,3.38464,3.22213,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_final,0.205812,15.64,0.00107452,3.19307,0.00242219,2.99905,6.60031,3.24713,3.00821,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_final,0.219992,15.72,0.00104312,2.98584,0.00239432,2.90563,13.2931,3.01788,2.85796,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_final,0.214371,15.72,0.00105801,3.95305,0.00243918,3.79632,9.70857,4.48741,2.76239,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_final,0.213143,15.16,0.00119614,3.12963,0.00272123,3.03076,9.56575,3.12334,3.15808,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_final,0.200217,17.72,0.00117711,2.68008,0.00275678,2.64545,6.54852,2.63825,2.94769,,,
fig4,50,0.1,3431,M_mom_v2_kinf_rc8_pc8_final,0.21734,14.96,0.000984081,3.12813,0.00231941,3.06792,6.69527,3.30002,2.52524,,,
fig4,50,0.1,3432,M_mom_v2_kinf_rc8_pc8_final,0.207399,16.88,0.00135441,4.11914,0.00302066,3.85237,11.5561,4.2205,3.7481,,,
fig4,50,0.1,3423,M_mom_v2_kinf_rc8_pc8_w025f,0.228884,14.32,0.00100182,3.02939,0.00228876,2.96591,10.2421,3.14006,2.62877,,,
fig4,50,0.1,3424,M_mom_v2_kinf_rc8_pc8_w025f,0.217663,15.4,0.0010456,3.114,0.00229143,2.85113,8.86705,3.2624,2.5051,,,
fig4,50,0.1,3425,M_mom_v2_kinf_rc8_pc8_w025f,0.217793,15.44,0.0011984,3.34587,0.0027506,3.19281,9.37902,3.38174,3.1944,,,
fig4,50,0.1,3426,M_mom_v2_kinf_rc8_pc8_w025f,0.217702,15.64,0.00106713,3.17113,0.00240078,2.97254,6.96929,3.21883,3.00868,,,
fig4,50,0.1,3427,M_mom_v2_kinf_rc8_pc8_w025f,0.284312,15.72,0.00103719,2.96888,0.0023877,2.89759,12.9219,2.99353,2.87109,,,
fig4,50,0.1,3428,M_mom_v2_kinf_rc8_pc8_w025f,0.216649,15.72,0.00107114,4.00211,0.00246564,3.8375,9.29703,4.56289,2.73901,,,
fig4,50,0.1,3429,M_mom_v2_kinf_rc8_pc8_w025f,0.216233,15.16,0.00117641,3.07801,0.00266892,2.9725,9.73899,3.06292,3.14571,,,
fig4,50,0.1,3430,M_mom_v2_kinf_rc8_pc8_w025f,0.206523,17.72,0.00118855,2.70612,0.00278709,2.67453,6.35273,2.66934,2.94306,,,
