N,phi,seed,forcing,rung,truth_gap,n_near,sd_check,acc,prmse_lin,prmse_fluct,err_mean_pct,prmse_ang,rel_rmse,max_rel_lin
200,0.2,8423,random,rpy+ref2,0.000833036845953,6411,5.814798627953803e-14,fine,8.763546089832886,13.167017306298185,0.4127721830155701,9.465288959648197,8.904873133233298,53.42143329141757
200,0.2,8423,random,rpy+full,0.000833036845953,6411,5.814798627953803e-14,fine,7.142895158866318,10.72294324457245,0.5175513360002514,8.446401368021593,7.415363616009817,40.52642449406242
200,0.2,8423,random,sd_minf,0.000833036845953,6411,5.814798627953803e-14,fine,7.142895158867389,10.722943244574076,0.5175513360000422,8.446401368022283,7.415363616010798,40.526424494070994
200,0.2,8423,random,stack+ref1,0.000833036845953,6411,5.814798627953803e-14,fine,24.52212674506897,36.72559029002229,2.870727138231104,18.670952744110647,23.494702648306397,149.02788411355533
200,0.2,8423,random,stack+ref2,0.000833036845953,6411,5.814798627953803e-14,fine,19.701737748595395,29.482557357462223,2.5361964595127104,14.187387056591488,18.75312375044883,110.8796510650745
200,0.2,8423,random,stack+full,0.000833036845953,6411,5.814798627953803e-14,fine,21.609797051197976,32.35635017430376,2.605655415362839,15.66017321288996,20.583940581038352,127.1084637278199
200,0.2,8423,random,stack+ref1_uncov,0.000833036845953,6411,5.814798627953803e-14,fine,6.29095293447828,9.087617907814591,2.334184407602772,5.6985430300324245,6.179775290332145,22.64771332968632
200,0.2,8423,random,pnear+ref1_far,0.000833036845953,6411,5.814798627953803e-14,fine,2.1263555604669406,3.1739779117222304,0.3394833972339007,1.1822407173135034,1.9777851208358437,10.24380395360632
200,0.2,8423,random,pnear+full_far,0.000833036845953,6411,5.814798627953803e-14,fine,1.5401532387615795,2.2835492276734093,0.3413372960186531,0.6542107999155644,1.411588499870892,6.6105041182826
200,0.2,8424,gravity,rpy,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,7.74170901053076,47.7021295304298,5.967635089978272,45.186037970734446,7.859983218191345,13.470057079340204
200,0.2,8424,gravity,2b,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,6.982761406847156,45.768296291746495,5.128269745963136,44.18530409887721,7.108541744994357,12.330030229109006
200,0.2,8424,gravity,near_nn,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,3.0407968368535983,27.71378782489704,0.957394554454732,23.771888785192296,3.124739725631908,6.110616297138546
200,0.2,8424,gravity,stack_nn,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,3.099851581424888,28.039494636652933,1.0410936436639708,24.02466662280584,3.1839510820500974,6.349910973249785
200,0.2,8424,gravity,near_ex,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,2.237677568450457,16.248449044525152,1.4710418637902596,10.732825052271563,2.260485443917133,4.525065409117224
200,0.2,8424,gravity,diag_ex,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,2.206805312266094,16.19211086571328,1.4301432529956022,10.894803757415389,2.2306888617029617,4.62934887924361
200,0.2,8424,gravity,far_ex,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.0001698499236688,0.001584889155826,3.989352040253236e-05,0.008203874345104,0.0003024696564264,0.0005606199073458
200,0.2,8424,gravity,rpy+ref1,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.5101143540377084,4.843578044844241,0.0744134862833426,8.80089687810807,0.5762749181804722,1.335068807745068
200,0.2,8424,gravity,rpy+ref2,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,1.1709549525144132,8.049945288076882,0.8214772037634503,7.283317020061377,1.1913228691381244,2.25539619639684
