case,n,loading,backend,pdeg,max_leaf,mac,theta,rel_far,rel_total,far_ms,near_pairs,traverse_ms,p2p_ms,build_ms,upward_ms
twoball100,1047968,random,widebvh,7,1024,0.6,,1.4098607200459312e-05,1.3994368132013529e-05,193.69959893325964,22730054.0,105.45484924316406,74.3421401977539,7.02078,4.77562
twoball100,1047968,random,widebvh,7,1024,0.7,,6.815865296956337e-05,6.765471705652969e-05,141.42001994575062,15129336.0,78.44044494628906,49.16835021972656,7.015439,4.73136
twoball100,1047968,random,widebvh,7,1024,0.8,,0.00028891262962283217,0.00028677653327332007,107.51851570482056,10510649.0,59.86729431152344,33.79484939575195,7.050610000000001,4.745729
twoball100,1047968,random,widebvh,7,1024,0.9,,0.0012057437942305047,0.0011968290405879763,85.99214100589354,8022957.0,46.741920471191406,25.600095748901367,7.020899999999999,4.74742
twoball100,1047968,gravity,warpfmm,,16,,0.3,0.00047617653427175046,0.0004760780269550612,492.83301224932075,0,0,0,0,0
twoball100,1047968,gravity,warpfmm,,16,,0.28,0.000407145832503652,0.0004070616056663877,581.3215260083476,0,0,0,0,0
twoball100,1047968,gravity,warpfmm,,16,,0.2,0.0002223474445553467,0.00022230144722335015,1292.3895055428147,0,0,0,0,0
twoball100,1047968,random,warpfmm,,16,,0.3,0.004855236741424243,0.0048193391986518395,492.4689539087315,0,0,0,0,0
twoball100,1047968,random,warpfmm,,16,,0.28,0.004228834171316418,0.004197567981091943,581.4422690309584,0,0,0,0,0
twoball100,1047968,random,warpfmm,,16,,0.2,0.0022374350224108976,0.002220892385317179,1291.0086683308084,0,0,0,0,0
drop3k,3071,random,widebvh,7,256,0.75,,0.00023686610406062014,0.00020711569738896324,5.693698922793071,21880.0,0.5958080291748047,0.01958400011062622,3.954303,0.536498
drop3k,3071,random,widebvh,7,256,0.8,,0.0004077192578391878,0.00035650967774039226,6.613981754829486,21871.0,0.5732160210609436,0.019328000023961067,3.9521629999999996,0.535648
drop3k,3071,random,widebvh,7,256,0.85,,0.000614396913415343,0.0005372285988335349,5.6707789190113544,21871.0,0.564736008644104,0.019168000668287277,3.9565829999999997,0.536098
drop3k,3071,random,widebvh,7,512,0.75,,0.00023686610406062168,0.0002071156973889646,5.701262038201094,21880.0,0.5961920022964478,0.0197759997099638,3.951143,0.535837
drop3k,3071,random,widebvh,7,512,0.8,,0.0004077192578391877,0.00035650967774039215,5.674852368732293,21871.0,0.5712640285491943,0.019328000023961067,3.951243,0.538117
drop3k,3071,random,widebvh,7,512,0.85,,0.0006143969134153428,0.0005372285988335349,5.672605708241463,21871.0,0.5665599703788757,0.019200000911951065,3.9591629999999998,0.536607
drop3k,3071,random,widebvh,7,1024,0.75,,0.00023686610406062242,0.00020711569738896525,5.7104420848190784,21880.0,0.5963839888572693,0.019711999222636223,3.980332,0.537538
drop3k,3071,random,widebvh,7,1024,0.8,,0.000407719257839188,0.0003565096777403924,5.678799003362656,21871.0,0.5711680054664612,0.019680000841617584,3.964893,0.539397
drop3k,3071,random,widebvh,7,1024,0.85,,0.0006143969134153418,0.0005372285988335339,5.671899455289046,21871.0,0.5637120008468628,0.019551999866962433,3.957963,0.546167
drop3k,3071,random,widebvh,7,2048,0.75,,0.0002368661040606229,0.00020711569738896568,5.695512363066276,21880.0,0.597760021686554,0.01897599920630455,3.945913,0.546348
drop3k,3071,random,widebvh,7,2048,0.8,,0.0004077192578391867,0.0003565096777403913,6.594754910717408,21871.0,0.5696960091590881,0.01881599985063076,3.951683,0.536987
drop3k,3071,random,widebvh,7,2048,0.85,,0.0006143969134153441,0.000537228598833536,5.661195609718561,21871.0,0.5650560259819031,0.019007999449968338,3.957753,0.535337
uniform100k,100000,random,widebvh,7,256,0.75,,0.00020454385373865712,0.00019702667923101897,15.535439985493818,715870.0,7.128896236419678,0.5102720260620117,5.5126170000000005,1.207305
uniform100k,100000,random,widebvh,7,256,0.8,,0.0003853434392814093,0.00037118171393251233,14.650557345400253,708498.0,6.197023868560791,0.5034880042076111,5.523326,1.202384
uniform100k,100000,random,widebvh,7,256,0.85,,0.0006910404092603576,0.0006656440394682985,14.038979696730772,707523.0,5.675936222076416,0.5031039714813232,5.5222370000000005,1.201185
uniform100k,100000,random,widebvh,7,512,0.75,,0.0002045438537386567,0.0001970266792310186,15.605229729165634,715870.0,7.15664005279541,0.5120000243186951,5.531316,1.203145
uniform100k,100000,random,widebvh,7,512,0.8,,0.0003853434392814088,0.00037118171393251185,14.913692604750395,708498.0,6.2520318031311035,0.5067200064659119,6.2767729999999995,1.255074
uniform100k,100000,random,widebvh,7,512,0.85,,0.0006910404092603586,0.0006656440394682995,14.048869566371044,707523.0,5.622208118438721,0.5021759867668152,5.527026,1.207065
uniform100k,100000,random,widebvh,7,1024,0.75,,0.00020454385373865658,0.00019702667923101846,15.600046298156181,715870.0,7.160895824432373,0.5086719989776611,5.510446,1.262635
uniform100k,100000,random,widebvh,7,1024,0.8,,0.0003853434392814103,0.0003711817139325133,14.641720801591873,708498.0,6.2388482093811035,0.5035200119018555,5.547726,1.222065
uniform100k,100000,random,widebvh,7,1024,0.85,,0.0006910404092603582,0.0006656440394682991,14.169819342593351,707523.0,5.632192134857178,0.5031039714813232,5.544675,1.234335
uniform100k,100000,random,widebvh,7,2048,0.75,,0.00020454385373865733,0.0001970266792310192,15.556806388000647,715870.0,7.135776042938232,0.5120959877967834,5.535286,1.212474
uniform100k,100000,random,widebvh,7,2048,0.8,,0.00038534343928140976,0.00037118171393251277,14.634953966985146,708498.0,6.205952167510986,0.5042240023612976,5.518496,1.198315
uniform100k,100000,random,widebvh,7,2048,0.85,,0.0006910404092603582,0.0006656440394682991,14.056833305706581,707523.0,5.664063930511475,0.5044159889221191,5.527216,1.229475
twoball0,1047968,random,widebvh,7,256,0.75,,0.00016230358265583258,0.0001613612869778511,110.98131071776152,8334853.0,85.35906982421875,8.742591857910156,10.233395999999999,4.70778
twoball0,1047968,random,widebvh,7,256,0.8,,0.0003241719149265698,0.0003222898505299629,97.62079796443383,7322385.0,73.0367660522461,7.633535861968994,10.190916,4.69936
twoball0,1047968,random,widebvh,7,256,0.85,,0.0006116977234708021,0.000608146353182939,88.04472566892703,7177892.0,63.70195388793945,7.455552101135254,10.155356999999999,4.647679
twoball0,1047968,random,widebvh,7,512,0.75,,0.00015262094875432156,0.00015173486812672637,106.45240359008312,8872871.0,75.04169464111328,15.377663612365723,8.885072000000001,5.034788
twoball0,1047968,random,widebvh,7,512,0.8,,0.000308952841675068,0.0003071591355679894,93.9175474147002,7398654.0,65.21778869628906,12.682975769042969,9.016881,5.041588
twoball0,1047968,random,widebvh,7,512,0.85,,0.0005961131144365393,0.0005926522246512982,83.80918034041922,6693840.0,56.547550201416016,11.343456268310547,8.902902000000001,5.051779
twoball0,1047968,random,widebvh,7,1024,0.75,,0.00015079078841130514,0.00014991533325576064,109.12939192106326,8839615.0,66.62540435791016,27.49273681640625,7.321918999999999,5.622296
twoball0,1047968,random,widebvh,7,1024,0.8,,0.0003058785377578385,0.0003041026803220375,96.01755471279223,7334207.0,58.43705749511719,22.681663513183594,7.2989180000000005,5.484496
twoball0,1047968,random,widebvh,7,1024,0.85,,0.0006109681467647342,0.0006074210122242628,85.39422042667866,6219640.0,51.4923210144043,19.021055221557617,7.322889,5.443237
twoball0,1047968,random,widebvh,7,2048,0.75,,0.00014197641805349507,0.0001411521370184252,114.16785372421145,7481558.0,56.91126251220703,40.936737060546875,6.388823,7.946326
twoball0,1047968,random,widebvh,7,2048,0.8,,0.0002900352122928721,0.00028835133740524535,100.49250566711028,6222504.0,50.382625579833984,33.910335540771484,6.395721999999999,7.857706
twoball0,1047968,random,widebvh,7,2048,0.85,,0.0005759000313223046,0.0005725564938502135,89.25649368514617,5226917.0,44.76617431640625,28.2106876373291,6.414703,7.860857
twoball100,1047968,random,widebvh,7,256,0.75,,0.00015004951671130588,0.000148940114795192,134.65787889435887,12663241.0,104.67362976074219,13.232447624206543,10.077547,4.738449
twoball100,1047968,random,widebvh,7,256,0.8,,0.0003033097604106339,0.000301067217837018,118.3171655672292,10584595.0,90.52550506591797,11.022624015808105,10.087387,4.7311
twoball100,1047968,random,widebvh,7,256,0.85,,0.0006074570864716331,0.0006029658087224005,104.94660632684827,9881996.0,77.86262512207031,10.291232109069824,10.081916,4.72345
twoball100,1047968,random,widebvh,7,512,0.75,,0.00014779258620790491,0.00014669987107012852,122.57171437765162,12750595.0,85.12710571289062,22.525728225708008,8.390774,4.58658
twoball100,1047968,random,widebvh,7,512,0.8,,0.000301671650786455,0.0002994412196944066,107.85384414096673,10602198.0,74.27782440185547,18.610015869140625,8.400214,4.51846
twoball100,1047968,random,widebvh,7,512,0.85,,0.0006017575550216103,0.0005973084171689279,95.76161593819658,9108318.0,64.92787170410156,15.921216011047363,8.413754,4.539621
twoball100,1047968,random,widebvh,7,1024,0.75,,0.00014175050648969546,0.000140702463903778,122.21766604731481,12552371.0,68.02764892578125,40.43894577026367,6.98574,4.76609
twoball100,1047968,random,widebvh,7,1024,0.8,,0.00028891262962283044,0.00028677653327331833,107.69783131157358,10510649.0,59.804161071777344,33.77840042114258,7.010638999999999,4.72133
twoball100,1047968,random,widebvh,7,1024,0.85,,0.0005987055386898489,0.000594278966139879,95.11144521335761,8877818.0,53.02044677734375,28.417631149291992,7.00511,4.73197
twoball100,1047968,random,widebvh,7,2048,0.75,,0.0001405926474226731,0.00013955316555121645,140.70018644755086,11208917.0,56.23855972290039,68.40534210205078,5.874124999999999,8.085845
twoball100,1047968,random,widebvh,7,2048,0.8,,0.0002899461051891404,0.0002878023677635446,123.21891123428941,9431461.0,49.90415954589844,57.428863525390625,5.834045,8.111925
twoball100,1047968,random,widebvh,7,2048,0.85,,0.0005823966610464157,0.0005780906693587095,108.77513000741601,8000463.0,44.408992767333984,48.511775970458984,5.834205,8.043315
twoball0,1047968,gravity,widebvh,bary,,7,1024,0.9,,3.768817150151435e-06,3.7681074948925748e-06,78.75282666645944,5944395.0,45.50400161743164,17.993024826049805,7.450733,5.670709
twoball0,1047968,gravity,widebvh,bary,,7,1024,0.95,,8.004055135031872e-06,8.002547999081125e-06,75.15328633598983,5917591.0,42.024288177490234,17.865087509155273,7.472322999999999,5.691199
twoball0,1047968,gravity,widebvh,bary,,7,1024,1.0,,1.0728703290677529e-05,1.0726683112884962e-05,74.68625833280385,5917477.0,41.563297271728516,17.857664108276367,7.458813,5.639499
twoball0,1047968,gravity,widebvh,bary,,7,1024,1.1,,1.0728703290677566e-05,1.0726683112884998e-05,74.67035468046863,5917477.0,41.54636764526367,17.85798454284668,7.454051999999999,5.51281
twoball0,1047968,random,widebvh,bary,,7,1024,0.9,,0.0011078241728628162,0.0011013924113886062,78.7480433549111,5944395.0,45.58796691894531,18.006591796875,7.474862,5.52762
twoball0,1047968,random,widebvh,bary,,7,1024,0.95,,0.0019472558610261178,0.0019359505604791796,75.20011269177,5917591.0,42.07206344604492,17.83919906616211,7.462503,5.708619
twoball0,1047968,random,widebvh,bary,,7,1024,1.0,,0.002115912638365568,0.00210362815701591,74.68406468008955,5917477.0,41.54313659667969,17.839679718017578,7.431233,5.7201
twoball0,1047968,random,widebvh,bary,,7,1024,1.1,,0.0021159126383655685,0.0021036281570159104,74.50396167890479,5917477.0,41.59587097167969,17.864639282226562,7.436423,5.50805
twoball100,1047968,gravity,widebvh,bary,,7,1024,0.9,,3.62574950865681e-05,3.6249994447007364e-05,86.1577126585568,8022957.0,46.711551666259766,25.526111602783203,7.125394,4.712983
twoball100,1047968,gravity,widebvh,bary,,7,1024,0.95,,7.1744305754447e-05,7.1729463907907e-05,81.41295670066029,7891233.0,42.527008056640625,25.051103591918945,7.108074,4.669434
twoball100,1047968,gravity,widebvh,bary,,7,1024,1.0,,0.00012823263776200582,0.00012820611009390633,80.58363300127287,7885989.0,41.72761535644531,24.99078369140625,7.088813999999999,4.736253
twoball100,1047968,gravity,widebvh,bary,,7,1024,1.1,,0.00012823263776200547,0.00012820611009390598,80.48508033001174,7885989.0,41.631038665771484,24.989856719970703,7.097613000000001,4.749403
twoball100,1047968,random,widebvh,bary,,7,1024,0.9,,0.0012057437942305062,0.0011968290405879778,86.15144598297775,8022957.0,46.71059036254883,25.4967041015625,7.099284,4.753923
twoball100,1047968,random,widebvh,bary,,7,1024,0.95,,0.0026341252921171622,0.0026146496969242676,81.5263429734235,7891233.0,42.51113510131836,25.02684783935547,7.110284,4.756623
twoball100,1047968,random,widebvh,bary,,7,1024,1.0,,0.007291553563180402,0.007237642936397091,80.5435929990684,7885989.0,41.655967712402344,24.984512329101562,7.081494,4.688763
twoball100,1047968,random,widebvh,bary,,7,1024,1.1,,0.007291553563180402,0.007237642936397091,81.06778468936682,7885989.0,41.91542434692383,25.02681541442871,7.0885940000000005,4.758033
